"gid","gene_name","fundescrp"
"50084499","gpsA","glycerol-3-phosphate dehydrogenase, biosynthetic"
"50084503","pyrD","dihydroorotate oxydase"
"50084505","purF","amidophosphoribosyltransferase"
"50084507","ACIAD1326","conserved hypothetical protein"
"50084512","rpsU","30S ribosomal protein S21"
"50084513","ACIAD1332","putative O-sialoglycoprotein endopeptidase gcp"
"50084526","sodB","superoxide dismutase [Fe]"
"50084536","ilvA","Threonine dehydratase biosynthetic (Threonine deaminase)"
"50084537","rpiA","ribose 5-phosphate isomerase"
"50084539","argC","N-acetyl-gamma-glutamyl-phosphate reductase"
"50084545","argF","ornithine carbamoyltransferase"
"50084550","pyrH","uridylate kinase"
"50084551","frr","ribosome releasing factor"
"50084552","ispU","undecaprenyl pyrophosphate synthetase (di-trans,poly-cis-decaprenylcistransferase)"
"50084553","cdsA","phosphatidate cytidylyltransferase"
"50084554","dxr","1-deoxy-d-xylulose 5-phosphate reductoisomerase"
"50084556","ACIAD1378","putative outer membrane protein"
"50084558","lpxD","UDP-3-O-[3-hydroxylauroyl] glucosamine N-acyltransferase"
"50084559","fabZ","(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase"
"50084567","rpsT","30S ribosomal protein S20"
"50084568","ACIAD1390","conserved hypothetical protein"
"50084576","fdx","[2FE-2S] ferredoxin, electron carrer protein, believed to be involved in assembly of Fe-S clusters"
"50084577","hscA","heat shock protein (Hsp); chaperon involved in the Fe/S cluster biosynthesis"
"50084578","hscB","co-chaperone protein (Hsc20), believed to be involved in assembly of Fe-S clusters"
"50084579","iscA","iron-binding protein , believed to be involved in Fe-S protein formation or repair"
"50084580","iscU","iron-binding protein believed to be involved in Fe-S protein formation or repair; function as a scaffold for the assembly of the transiently bound Fe/S cluster"
"50084581","iscS","cysteine desulfurase used in synthesis of Fe-S cluster (tRNA 4-thiouridine sulfurtransferase )"
"50084652","cysS","cysteinyl-tRNA synthetase"
"50084657","ACIAD1486","putative lipopolysaccharide transport protein B (ABC superfamily, atp_bind) (LptB)"
"50084667","fdxA","7-Fe ferredoxin"
"50084682","ACIAD1516","putative ferric enterobactin receptor protein"
"50084686","tatC","Sec-independent protein secretion pathway, component C."
"50084687","tatB","Sec-independent protein secretion pathway, component B"
"50084688","tatA","Sec-independent protein secretion pathway, translocase protein"
"50084704","ACIAD1539","putative transcriptional regulator (LysR family)"
"50084872","pobR","p-hydroxybenzoate hydroxylase transcriptional activator"
"50084889","accC","biotin carboxylase (A subunit of acetyl-CoA carboxylase)"
"50084890","accB","biotin carboxyl carrier protein of acetyl-CoA carboxylase (BCCP)"
"50084891","aroQ","3-dehydroquinate dehydratase, type II"
"50084915","ACIAD1764","putative ferric siderophore receptor protein"
"50084959","ACIAD1812","putative cyclase"
"50084961","ACIAD1814","conserved hypothetical protein; putative signal peptide"
"50084993","ACIAD1848","hypothetical protein"
"50085002","ACIAD1857","conserved hypothetical protein"
"50085003","ACIAD1858","putative phage replication initiation factor"
"50085004","ACIAD1859","hypothetical protein"
"50085034","ACIAD1893","conserved hypothetical protein"
"50085035","ACIAD1894","hypothetical protein"
"50085036","ACIAD1895","conserved hypothetical protein; putative sulfite reductase"
"50085060","glnS","glutaminyl-tRNA synthetase"
"50085062","lpxH","UDP-2,3-diacylglucosamine hydrolase"
"50085065","fda","fructose-1,6-bisphosphate aldolase, class II"
"50085067","pgk","phosphoglycerate kinase"
"50085084","murB","UDP-N-acetylenolpyruvoylglucosamine reductase, FAD-binding"
"50085095","terD","tellurium resistance protein"
"50085103","ACIAD1965","hypothetical protein; putative conserved domain"
"50085108","dnaX","DNA polymerase III, tau and gamma subunits (DNA elongation factor III)"
"50085131","ispF","2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
"50085134","ispD","2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase"
"50085135","ACIAD2000","putative cell division protein (FtsB-like)"
"50085136","eno","enolase"
"50085137","kdsA","2-dehydro-3-deoxyphosphooctonate aldolase"
"50085138","pyrG","CTP synthase"
"50085163","aroC","chorismate synthase"
"50085164","ACIAD2029","putative adenine-specific methylase"
"50085169","metK","methionine adenosyltransferase"
"50085176","bioB","biotin synthetase"
"50085207","msrB","peptide methionine sulfoxide reductase"
"50085210","dnaE","DNA polymerase III, alpha chain"
"50085227","ACIAD2107","conserved hypothetical protein"
"50085228","ACIAD2108","conserved hypothetical protein"
"50085255","ACIAD2139","hypothetical protein; putative phage regulatory protein"
"50085258","ACIAD2143","hypothetical protein"
"50085301","ACIAD2190","putative prophage transcriptional repressor"
"50085331","pheA","bifuctional protein [Includes: chorismate mutase P; prephenate dehydratase ]"
"50085335","dctA","aerobic C4-dicarboxylate transport protein"
"50085338","ppnK","putative inorganic polyphosphate/ATP-NAD kinase (Poly(P)/ATP NAD kinase)(PpnK)"
"50085349","fpr","ferredoxin--NADP+ reductase"
"50085359","glyA","serine hydroxymethyltransferase"
"50085371","tsf","protein chain elongation factor EF-Ts"
"50085372","rpsB","30S ribosomal protein S2"
"50085387","cca","tRNA nucleotidyl transferase"
"50085388","cydA","cytochrome d terminal oxidase, polypeptide subunit I"
"50085394","ftsY","cell division protein"
"50085409","metZ","o-acylhomoserine sulfhydrylase"
"50085418","lpxB","lipid A-disaccharide synthase"
"50085432","pyrF","orotidine-5?xc2xb0-phosphate decarboxylase (OMP decarboxylase) (OMPDCase) (OMPdecase)"
"50085438","rpsA","30S ribosomal protein S1"
"50085439","cmk","cytidylate kinase (cytidine monophosphate (CMP) kinase)"
"50085452","holB","DNA polymerase III, delta prime subunit"
"50085453","kdsB","3-deoxy-manno-octulosonate cytidylyltransferase"
"50085454","lpxK","tetraacyldisaccharide 4?xc2xb1-kinase (Lipid A 4?xc2xb0-kinase)"
"50085455","msbA","lipid transport protein, flippase (ABC superfamily, membrane (N-terminal), atp_bind (C-terminal))"
"50085464","miaA","delta(2)-isopentenylpyrophosphate tRNA-adenosine transferase"
"50085466","ACIAD2376","conserved hypothetical protein; putative ATPase with strong ADP affinity"
"50085472","metR","transcriptional regulator"
"50085489","ACIAD2402","conserved hypothetical protein"
"50085490","ACIAD2403","conserved hypothetical protein; putative outer membrane protein"
"50085492","ACIAD2405","putative ubiquinone biosynthesis protein"
"50085495","folB","dihydroneopterin aldolase"
"50085497","ACIAD2411","molybdopterin biosynthesis protein (moeB) OR thiamin-thiazole moiety synthesis (thiF)"
"161349962","prfA","peptide chain release factor 1"
"50085515","rpsF","30S ribosomal protein S6"
"50085516","rpsR","30S ribosomal protein S18"
"50085518","dnaB","replicative DNA helicase;chromosome replication, chain elongation"
"50085530","fis","DNA-binding protein for site-specific recombination, transcription of rRNA and tRNA operons and DNA replication"
"50085531","purH","bifunctional protein [Includes: phosphoribosylaminoimidazolecarboxamide formyltransferase (AICAR transformylase); IMP cyclohydrolase (Inosinicase) (IMP synthetase) (ATIC)]"
"50085532","purD","phosphoribosylamine--glycine ligase (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase)"
"50085538","ubiA","4-hydroxybenzoate octaprenyltransferase (4-HB polyprenyltransferase)"
"50085541","glnA","glutamine synthetase"
"50085543","trpG","bifunctional protein:[Includes: para-aminobenzoate synthase glutamine amidotransferase component II (EC 6.3.5.8) (ADC synthase); anthranilate synthase component II (EC 4.1.3.27)]"
"50085544","trpD","anthranilate phosphoribosyltransferase"
"50085545","trpC","indole-3-glycerol phosphate synthase (IGPS)"
"50085551","folE/folE2","GTP cyclohydrolase I"
"50085555","hemE","uroporphyrinogen decarboxylase"
"50085561","ACIAD2481","conserved hypothetical protein"
"50085562","ACIAD2482","conserved hypothetical protein"
"50085563","ACIAD2483","hypothetical protein"
"50085591","ACIAD2511","putative transcriptional regulator (LysR family)"
"50085603","ACIAD2524","putative substrate binding protein (ABC superfamily, peri_bind)"
"50085604","ACIAD2525","putative Glutamate synthase, large subunit region 2 FMN-binding (GlxD)"
"50085612","ACIAD2535","putative transporter (MFS superfamily)"
"50085637","proB","gamma-glutamyl kinase"
"50085638","obgE","putative GTP-binding protein (Obg)"
"50085641","gap","glyceraldehyde-3-phosphate dehydrogenase"
"50085652","pdxJ","pyridoxal phosphate biosynthetic protein"
"50085654","era","GTP-binding protein,16S rRNA-binding,ribosome-associated GTPase"
"50085657","lepB","leader peptidase (signal peptidase I) , serine protease"
"50085658","lepA","GTP-binding protein"
"50085661","nadB","L-aspartate oxidase (quinolinate synthetase B)"
"50085664","pabC","4-amino-4-deoxychorismate lyase"
"50085672","dapD","2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase"
"50085678","ACIAD2606","putative nicotinamide-nucleotide adenylyltransferase"
"50085680","ACIAD2608","putative nitrorecductase"
"50085681","ACIAD2609","conserved hypothetical protein"
"50085683","purL","phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (Formylglycinamide ribotide amidotransferase) (FGARAT) (Formylglycinamide ribotide synthetase)"
"50085688","ACIAD2618","putative Acyl-CoA thioester hydrolase"
"50085695","fbp","fructose-1,6-bisphosphatase"
"50085704","purM","phosphoribosylaminoimidazole synthetase"
"50085710","lolD","transport protein of outer membrane lipoproteins (ABC superfamily, atp_bind)"
"50085711","lolC","transport protein of outer membrane lipoproteins (ABC superfamily, membrane)"
"161349961","serC","3-phosphoserine aminotransferase"
"50085721","gyrA","DNA gyrase, subunit A, type II topoisomerase"
"50085722","ACIAD2653","conserved hypothetical protein; putative DinB protein family"
"50085723","etfA","electron transfer flavoprotein alpha-subunit"
"50085724","etfB","electron transfer flavoprotein beta-subunit"
"50085727","dapF","diaminopimelate epimerase"
"50085728","lysA","diaminopimelate decarboxylase"
"50085733","ACIAD2666","putative lysyl-tRNA synthetase (Lysine--tRNA ligase)(PoxA)"
"50085774","ACIAD2711","hypothetical protein"
"50085822","entD","phosphopantetheinyl transferase component of siderophore synthetase"
"50085841","ACIAD2788","putative transport of long-chain fatty acids"
"50085882","groES","chaperone Hsp10, affects cell division"
"50085885","pckG","phosphoenolpyruvate carboxykinase [GTP] (PEP carboxykinase) (PEPCK)"
"50085890","folD","bifunctional protein [Includes: 5,10-methylene-tetrahydrofolate dehydrogenase; 5,10-methylene-tetrahydrofolate cyclohydrolase]"
"50085893","ACIAD2851","conserved hypothetical protein"
"50085894","folP","7,8-dihydropteroate synthase"
"50085895","ftsH","cell division protein"
"50085900","carA","carbamoyl-phosphate synthase, small chain"
"50085901","carB","carbamoyl-phosphate synthase, large subunit"
"50085911","trpS","tryptophanyl-tRNA synthetase"
"50085917","sdhB","succinate dehydrogenase, iron-sulfur subunit"
"50085919","sdhD","succinate dehydrogenase, hydrophobic subunit"
"50085920","sdhC","succinate dehydrogenase, cytochrome b556 subunit"
"50085921","gltA","citrate synthase"
"50085923","ACIAD2888","putative glutamine-dependent NAD(+) synthetase (NAD(+) synthase [glutamine-hydrolyzing]) (NadE)"
"50085927","coaD","phosphopantetheine adenylyltransferase"
"50085932","ACIAD2898","putative competence protein (ComL)"
"50085933","dnaG","DNA primase"
"50085934","hemA","glutamyl tRNA reductase"
"50085936","lolB","outer-membrane lipoprotein precursor"
"50085938","prs","ribose-phosphate pyrophosphokinase (Phosphoribosyl pyrophosphate synthetase)"
"50085939","rplY","50S ribosomal protein L25"
"50085940","pth","peptidyl-tRNA hydrolase"
"50085952","rpoD","sigma D (sigma 70) factor of RNA polymerase , major sigma factor during exponential growth"
"50085954","lipB","lipoate-protein ligase B (Lipoate biosynthesis protein B)"
"50085961","cysG","multifunctional protein [Includes: Uroporphyrin-III C-methyltransferase (Urogen III methylase) (SUMT) (Uroporphyrinogen III methylase) (UROM); Precorrin-2 oxidase ; Ferrochelatase ] (Siroheme synthase)"
"161349959","serS","seryl-tRNA synthetase ; also charges selenocystein tRNA with serine"
"50085964","lolA","outer-membrane lipoproteins carrier protein"
"50085966","rplU","50S ribosomal protein L21"
"50085967","ispB","octaprenyl-diphosphate synthase (Octaprenyl pyrophosphate synthetase) (OPP synthetase)"
"50085977","valS","valyl-tRNA synthetase"
"50086002","ACIAD2981","conserved hypothetical protein"
"50086003","cysI","sulfite reductase"
"50086007","ACIAD2986","putative transcriptional regulator (AraC family) (AdiY)"
"50086028","pdxA","4-hydroxythreonine-4-phosphate dehydrogenase (4- (phosphohydroxy)-L-threonine dehydrogenase)"
"50086029","rplM","50S ribosomal protein L13"
"50086030","rpsI","30S ribosomal protein S9"
"50086034","ACIAD3018","putative lipoprotein precursor (VacJ) transmembrane"
"50086035","ACIAD3019","putative two-component response regulator"
"50086036","ACIAD3020","conserved hypothetical protein; putative anti-anti-sigma factor"
"50086044","polA","DNA polymerase I, 3?xc2xb1 --> 5?xc2xb0 polymerase, 5?xc2xb1 --> 3?xc2xb0 and 3?xc2xb0--> 5?xc2xb1 exonuclease"
"50086046","proC","pyrroline-5-carboxylate reductase"
"50086047","tilS/mesJ","tRNA(Ile)-lysidine synthetase"
"50086048","accA","acetyl-coenzyme A carboxylase carboxyl transferase (alpha subunit)"
"50086049","ppx","exopolyphosphatase (ExopolyPase) (Metaphosphatase)"
"50086050","trxA","thioredoxin"
"50086054","pheT","phenylalanyl-tRNA synthetase, beta subunit"
"50086055","pheS","phenylalanyl-tRNA synthetase, alpha-subunit"
"50086059","rplT","50S ribosomal protein L20, also posttranslational autoregulator"
"50086060","rpmI","50S ribosomal protein L35"
"50086066","infC","protein chain initiation factor IF-3"
"50086067","thrS","threonyl-tRNA synthetase"
"50086072","panC","pantoate--beta-alanine ligase (Pantothenate synthetase) (Pantoate activating enzyme)"
"50086073","panB","3-methyl-2-oxobutanoate hydroxymethyltransferase (Ketopantoate hydroxymethyltransferase)"
"50086074","folK","2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase) (HPPK) (6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase) (PPPK)"
"50086079","relA","GTP pyrophosphokinase (ATP:GTP 3?xc2xb1-pyrophosphotransferase) (ppGpp synthetase I) ((p)ppGpp synthetase)"
"50086105","ACIAD3099","conserved hypothetical protein; putative membrane protein"
"50086106","ilvC","acetohydroxy acid isomeroreductase"
"50086107","ilvH","acetolactate synthase isozyme III, small subunit"
"50086110","leuS","leucyl-tRNA synthetase"
"50086112","holA","putative DNA polymerase III, delta subunit (probably ATP hydrolase) (HolA)"
"50086117","ACIAD3113","hypothetical protein; putative conserved domain; putative signal peptide"
"50086120","fabI","NADH-dependent enoyl-ACP reductase"
"50086122","orn","oligoribonuclease"
"50086128","dfp","bifunctional protein [Includes: 4?xc2xb0-phosphopantothenoylcysteine decarboxylase; phosphopantothenoylcysteine synthetase, FMN-binding]"
"50086135","ACIAD3132","putative intracellular septation protein (IspZ)"
"50086148","ACIAD3145","putative pyridine nucleotide-disulfide oxidoreductase, class I"
"50086151","pssA","phosphatidylserine synthase"
"50086156","mdh","malate dehydrogenase"
"50086161","ACIAD3160","conserved hypothetical protein"
"50086186","ACIAD3189","conserved hypothetical protein"
"50086189","rplQ","50S ribosomal protein L17"
"50086190","rpoA","RNA polymerase, alpha subunit"
"50086191","rpsD","30S ribosomal protein S4"
"50086192","rpsK","30S ribosomal protein S11"
"50086193","rpsM","30S ribosomal protein S13"
"50086195","secY","secretion protein"
"50086196","rplO","50S ribosomal protein L15"
"50086197","rpmD","50S ribosomal protein L30"
"50086198","rpsE","30S ribosomal protein S5"
"50086199","rplR","50S ribosomal protein L18"
"50086200","rplF","50S ribosomal protein L6"
"50086201","rpsH","30S ribosomal protein S8"
"50086202","rpsN","30S ribosomal protein S14"
"50086203","rplE","50S ribosomal protein L5"
"50086204","rplX","50S ribosomal protein L24"
"50086205","rplN","50S ribosomal protein L14"
"50086206","rpsQ","30S ribosomal protein S17"
"50086207","rpmC","50S ribosomal protein L29"
"50086208","rplP","50S ribosomal protein L16"
"50086209","rpsC","30S ribosomal protein S3"
"50086210","rplV","50S ribosomal protein L22"
"50086211","rpsS","30S ribosomal protein S19"
"50086212","rplB","50S ribosomal protein L2"
"50086213","rplW","50S ribosomal protein L23"
"50086214","rplD","50S ribosomal protein L4, regulates expression of S10 operon"
"50086215","rplC","50S ribosomal protein L3"
"50086216","rpsJ","30S ribosomal protein S10"
"50086223","ACIAD3228","putative GTPase, involved in coordination of cell cycle (EngB)"
"50086227","plsB","glycerol-3-phosphate acyltransferase"
"50086232","ACIAD3237","conserved hypothetical protein; putative MutT/nudix family protein"
"50086242","dxs","1-deoxyxylulose-5-phosphate synthase"
"50086243","ribA","GTP cyclohydrolase II"
"50086244","hemF","coproporphyrinogen III oxidase"
"50086247","hemH","ferrochelatase"
"50086249","murI","glutamate racemase"
"50086258","glyQ","glycyl-tRNA synthetase, alpha chain"
"50086259","glyS","glycyl-tRNA synthetase, beta chain"
"50086287","serA","D-3-phosphoglycerate dehydrogenase"
"50086293","lifO","lipase chaperone (Lipase foldase) (Lipase helper protein) (Lipase activator protein) (Lipase modulator)"
"50086295","rplS","50S ribosomal protein L19"
"50086296","trmD","tRNA (guanine-1-)-methyltransferase."
"50086297","rimM","16S rRNA processing protein"
"50086298","rpsP","30S ribosomal protein S16"
"50086306","ispH","4-hydroxy-3-methylbut-2-enyl diphosphate reductase (also involved in penicillin tolerance and control of the stringent response. Seems to directly or indirectly interact with relA to maintain it in an inactive form during normal growth.)"
"50086307","gmk","guanylate kinase"
"50086329","gltD","glutamate synthase small chain"
"50086330","gltB","glutamate synthase large chain precursor"
"50086332","aroB","3-dehydroquinate synthase"
"50086333","aroK","shikimate-kinase"
"50086341","mraY","phospho-N-acetylmuramoyl-pentapeptide transferase"
"50086342","murF","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (UDP-MurNAc-pentapeptide synthetase) (D-alanyl-D- alanine-adding enzyme)"
"50086343","murE","UDP-N-acetylmuramoylalanyl-D-glutamate-2, 6-diaminopimelate ligase"
"50086344","ftsI","septum formation, penicillin binding protein 3, peptidoglycan synthetase"
"50086345","ftsL","cell division protein (in growth at septum)"
"50086349","gltX","glutamyl-tRNA synthetase"
"50086362","ompR","two-component response regulator"
"50086363","envZ","sensory histidine kinase in two-component regulatory system with OmpR"
"50086368","ACIAD3394","conserved hypothetical protein"
"161349957","hisB","imidazoleglycerol-phosphate dehydratase"
"50086370","hisH","imidazole glycerol phosphate synthetase, glutamine amidotransferase subunit"
"50086372","hisA","phosphoribosylformimino-5-aminoimidazole carboxamide isomerase"
"50086378","hisF","imidazole glycerol phosphate synthase, cyclase subunit"
"50086413","ssb","ssDNA-binding protein controls activity of RecBCD nuclease"
"50086431","msuE","NADH-dependent FMN reductase"
"50086440","kdtA","3-deoxy-D-manno-2-octulosonate transferase"
"50086456","prfB","peptide chain release factor 2"
"50086459","pdxH","pyridoxamine 5?xc2xb1-phosphate oxidase (acts also on pyridoxine phosphate and pyridoxine)"
"50086460","glmM","phosphoglucosamine mutase"
"50086461","guaB","IMP dehydrogenase"
"50086462","ACIAD3504","putative membrane protein"
"50086464","aceF","dihydrolipoamide S-acetyltransferase, E2 component of the pyruvate dehydrogenase complex"
"50086469","ftsZ","cell division protein,tubulin-like GTP-binding protein and GTPase, forms circumferential ring in cell division and participates in the septum formation"
"50086470","ftsA","cell division protein"
"50086471","ftsQ","cell division protein (in growth of wall at septum)"
"50086472","ddlB","D-alanine-D-alanine ligase B"
"50086473","murC","UDP-N-acetylmuramate--alanine ligase"
"50086474","murG","UDP-N-acetylglucosamine:N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase"
"50086479","metE","5-methyltetrahydropteroyltriglutamate- homocysteine methyltransferase"
"50086480","ACIAD3524","conserved hypothetical protein"
"50086481","pyrE","orotate phosphoribosyltransferase"
"50086499","parE","topoisomerase IV subunit B"
"50086514","psd","phosphatidylserine decarboxylase"
"50086521","serB","phosphoserine phosphatase"
"50086524","ribH","6,7-dimethyl-8-ribityllumazine synthase (Lumazine synthase)(riboflavin synthase beta chain)"
"50086526","thiL","thiamin-monophosphate kinase"
"50086528","glmU","bifunctional protein [Includes: UDP-N-acetylglucosamine pyrophosphorylase (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase ]"
"50086537","dapA","dihydrodipicolinate synthase"
"50086539","purC","phosphoribosylaminoimidazole-succinocarboxamide synthase"
"50086550","ACIAD3600","putative Cation efflux system protein"
"50086567","dapB","dihydrodipicolinate reductase"
"50086580","fmt","methionyl-tRNA formyltransferase"
"50086585","ACIAD3642","putative aldehyde dehydrogenase"
"50086595","grpE","Hsp 24 nucleotide exchange factor"
"15828472","dnaA","Chromosomal replication initiator protein DnaA"
"15828473","dnaN","DNA polymerase III, beta chain"
"15828477","MYPU_0060","M. hominis P80-related membrane protein"
"15828478","MYPU_0070","P60-like(Mycoplasma hominis) lipoprotein"
"15828479","MYPU_0080","HIT-like protein (Cell cycle regulation)"
"161723295","rplK","Ribosomal protein L11"
"15828481","rplA","Ribosomal protein L1"
"15828482","MYPU_0110","Conserved hypothetical protein"
"15828484","trmE","tRNA modification GTPase TrmE"
"15828494","nox","NADH oxidase"
"15828495","MYPU_0240","Lipoprotein"
"15828496","MYPU_0250","Lipoprotein (nuclease)"
"15828497","MYPU_0260","ABC transporter ATP-binding protein"
"15828498","MYPU_0270","ABC transporter permease protein"
"15828499","MYPU_0280","ABC transporter permease protein"
"15828505","serS","Seryl-tRNA synthetase"
"15828516","fmt","Methionyl-tRNA formyltransferase"
"15828517","gap","Glyceraldehyde 3-phosphate dehydrogenase"
"15828520","dnaX(holB)","DNA polymerase III subunits gamma and tau"
"15828523","tmk","Thymidylate kinase (dTMP kinase)"
"15828524","dnaH","DNA polymerase III delta?xc2xb0 subunit"
"15828558","hup","DNA-binding protein Hu"
"15828559","engA","GTP-binding protein EngA"
"15828560","cmk","Cytidylate kinase"
"15828564","leuS","Leucyl-tRNA synthetase"
"15828574","MYPU_1030","Oligo-1,6-glucosidase"
"15828575","secA","Preprotein translocase SecA subunit"
"15828576","prfA","Peptide chain release factor 1"
"15828577","hemK","Protoporphirogen oxidase"
"15828581","fbaA","Fructose-biphosphate aldolase"
"15828584","acpS","Holo-[acyl-carrier protein] synthase"
"15828585","plsC","1-acyl-sn-glycerol-3-phosphate acyltransferase"
"15828586","scpA","Segregation and condensation protein A"
"15828587","scpB","Segregation and condensation protein B"
"15828589","gcp","O-sialoglycoprotein endopeptidase"
"15828590","MYPU_1190","Conserved hypothetical protein, similar to glycoprotein endopeptidase"
"15828591","MYPU_1200","Conserved protein"
"15828595","gpsA","Glycerol-3-phosphate dehydrogenase"
"15828598","prs","Ribose-phosphate pyrophosphokinase"
"15828602","pgiB","Glucose-6-phosphate isomerase"
"15828604","MYPU_1330","Hypothetical protein"
"15828608","ktrA","Potassium uptake protein KtrA"
"15828611","rpmE","Ribosomal protein L31"
"15828613","hrcA","Heat-inducible transcription repressor"
"15828614","grpE","Co-chaperone GrpE"
"15828615","ktrB","Potassium uptake protein KtrB"
"15828617","MYPU_1460","Conserved hypothetical protein"
"15828618","gyrA","DNA gyrase subunit A"
"15828620","MYPU_1490","Hypothetical protein"
"15828623","yldC","Inner membrane protein translocase component YidC"
"15828624","rnpA","Ribonuclease P protein component"
"15828625","rpmH","Ribosomal protein L34"
"15828626","mgtA","Cation-transporting P-type ATPase"
"15828629","MYPU_1580","Lipoprotein"
"15828632","MYPU_1610","Predicted kinase, related to dihydroxyacetone kinase"
"15828633","plsX","Fatty acid/phospholipid synthesis protein"
"15828636","ychF","GTPase translation factor, putative"
"15828639","pgsA","Phosphatidylglycerophosphate synthase"
"15828644","csd","Cysteine desulferase"
"15828645","iscU","IscU, NifU homolog involved in Fe-S cluster formation"
"15828647","MYPU_1760","Conserved protein"
"15828648","cysS","Cysteinyl-tRNA synthetase"
"15828651","rpmG","Ribosomal protein L3s"
"15828653","nusG","Transcription antitermination protein NusG"
"15828654","proS","Prolyl-tRNA synthetase"
"15828655","trxA","Thioredoxin"
"15828670","gatC","Glutamyl-tRNA amidotransferase subunit C"
"15828671","gatA","Glutamyl-tRNA amidotransferase subunit A"
"15828672","gatB","Aspartyl/glutamyl-tRNA amidotransferase subunit B"
"15828674","nusA","Transcription elongation factor NusA"
"15828676","infB","Translation initiation factor IF-2"
"15828690","frr","Ribosome recycling factor"
"15828691","pyrH","Uridylate kinase"
"15828694","dnaK","Molecular chaperone DnaK"
"15828695","MYPU_2240","Phosphonate ABC transporter, ATP-binding protein, putative"
"15828696","MYPU_2250","Phosphonate ABC transporter, substrate binding protein (P37), putative"
"15828702","MYPU_2310","Hypothetical protein"
"15828704","MYPU_2330","Hypothetical protein"
"15828706","atpA","ATP synthase alpha chain"
"15828708","pta/eutD","Phosphate acetyltransferase"
"15828709","ackA","Acetate kinase"
"15828710","ysxC","GTPase protein YihA (EngB)"
"15828711","pyk","Pyruvate kinase"
"15828714","argS","Arginyl-tRNA synthetase"
"15828715","MYPU_2440","COF family HAD hydrolase protein, conserved"
"15828717","pgk","Phosphoglycerate kinase"
"15828722","MYPU_2510","Hypothetical protein"
"15828724","gidA","Glucose-inhibited division protein A"
"15828727","MYPU_2560","Hypothetical protein"
"15828728","valS","Valyl-tRNA synthetase"
"15828729","folD","Methylenetetrahydrofolate dehydrogenase/methylenetetrahydrofolate cyclohydrolase"
"15828730","infC","Translation initiation factor IF-3"
"15828731","rpmI","Ribosomal protein L35"
"15828732","rplT","Ribosomal protein L20"
"15828737","atpD","ATP synthase subunit B"
"15828738","atpG","ATP synthase subunit C"
"15828739","atpA","ATP synthase subunit A"
"15828740","atpH","ATP synthase delta chain"
"15828741","atpF","ATP synthase B chain"
"15828742","atpE","ATP synthase C chain"
"15828743","atpB","ATP synthase A chain"
"15828748","deoB","Phosphopentomutase"
"15828753","MYPU_2820","Lipoprotein"
"15828754","oppB","Oligopeptide ABC transporter, permease protein (OppB)"
"15828755","oppC","Oligopeptide ABC transporter, permease protein (OppC)"
"15828756","oppD","Oligopeptide ABC transporter, ATP-binding protein"
"15828760","rplL","Ribosomal protein L7/L12"
"15828761","rplJ","Ribosomal protein L10"
"15828764","MYPU_2930","Conserved hypothetical protein, putative Na+ driven multidrug efflux pump"
"15828766","MYPU_2950","Conserved hypothetical membrane protein"
"15828769","rluD","Pseudouridine synthase"
"15828771","rnhC","Ribonuclease HIII"
"15828772","MYPU_3010","COF family HAD hydrolase protein"
"15828774","MYPU_3030","SpoU class tRNA/rRNA methyltransferase"
"15828776","MYPU_3050","Conserved hypothetical protein"
"15828777","ylqF/rbgA","GTPase protein YlqF"
"15828781","fpg","Formamidopyrimidine-DNA glycosylase MutM"
"15828783","acpD","Acyl carrier protein phosphodiesterase"
"15828784","MYPU_3130","Hypothetical protein, possible esterase or lipase"
"15828785","deoC","Deoxyribose-phosphate aldolase"
"15828786","upp","Uracil phosphoribosyltransferase"
"15828793","apt","Adenine phosphoribosyltransferase"
"15828794","MYPU_3230","Lipoprotein"
"15828795","rpmF","Ribosomal protein L32"
"15828799","rpsO","Ribosomal protein S15"
"15828800","rpmA","Ribosomal protein L27"
"161723293","rplU","Ribosomal protein L21"
"15828803","aspS","Aspartyl-tRNA synthetase"
"15828804","hisS","Histidyl-tRNA synthetase"
"15828806","nadD","Nicotinamide-nucleotide adenylyltransferase"
"15828810","glyA","Serine hydroxymethyltransferase"
"15828813","ffh","Signal recognition particle protein"
"15828818","pheT","Phenylalanyl-tRNA synthetase, beta subunit"
"15828819","pheS","Phenylalanyl-tRNA synthetase, alpha subunit"
"15828823","smpB","SsrA-binding protein"
"15828824","obg/obgE","GTPase protein Obg"
"15828829","acpA","Acyl carrier protein"
"15828830","MYPU_3590","DegV family protein"
"15828832","nagE","PTS system, N-acetylglucosamine-specific IIABC component"
